Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Common Cold,continuous_sneezing,runny_nose,redness_of_eyes,phlegm,fatigue,high_fever,throat_irritation,chest_pain,muscle_pain,malaise,cough,chills,,,,,
Common Cold,high_fever,swelled_lymph_nodes,malaise,cough,congestion,loss_of_smell,chest_pain,continuous_sneezing,headache,redness_of_eyes,phlegm,sinus_pressure,dark_urine,inflammatory_nails,,,
Common Cold,headache,malaise,congestion,high_fever,phlegm,loss_of_smell,chills,sinus_pressure,cough,continuous_sneezing,swelled_lymph_nodes,throat_irritation,muscle_pain,chest_pain,fluid_overload,,
Common Cold,redness_of_eyes,loss_of_smell,chest_pain,muscle_pain,chills,phlegm,swelled_lymph_nodes,high_fever,throat_irritation,cough,pain_during_bowel_motions,,,,,,
Common Cold,cough,chills,muscle_pain,runny_nose,throat_irritation,swelled_lymph_nodes,phlegm,high_fever,malaise,continuous_sneezing,chest_pain,congestion,headache,loss_of_smell,sinus_pressure,foul_smell_of_urine,sunken_eyes
Common Cold,chills,chest_pain,malaise,muscle_pain,congestion,high_fever,runny_nose,redness_of_eyes,sinus_pressure,loss_of_smell,headache,patches_in_throat,obesity,,,,
Common Cold,chest_pain,swelled_lymph_nodes,runny_nose,cough,loss_of_smell,fatigue,throat_irritation,high_fever,muscle_pain,congestion,phlegm,headache,malaise,chills,redness_of_eyes,fast_heart_rate,
Common Cold,phlegm,loss_of_smell,swelled_lymph_nodes,congestion,throat_irritation,continuous_sneezing,muscle_pain,chest_pain,runny_nose,redness_of_eyes,fatigue,chills,cough,malaise,headache,dehydration,
Common Cold,redness_of_eyes,headache,phlegm,sinus_pressure,throat_irritation,muscle_pain,congestion,loss_of_smell,fatigue,high_fever,chills,cough,swelled_lymph_nodes,continuous_sneezing,chest_pain,runny_nose,bloody_stool
Common Cold,high_fever,headache,swelled_lymph_nodes,loss_of_smell,redness_of_eyes,chest_pain,cough,fatigue,runny_nose,continuous_sneezing,sinus_pressure,phlegm,throat_irritation,internal_itching,muscle_weakness,,
Common Cold,redness_of_eyes,sinus_pressure,runny_nose,congestion,muscle_pain,cough,headache,high_fever,chest_pain,fatigue,phlegm,chills,throat_irritation,malaise,swelled_lymph_nodes,coma,breathlessness
Common Cold,muscle_pain,congestion,redness_of_eyes,fatigue,chest_pain,high_fever,cough,malaise,continuous_sneezing,phlegm,chills,runny_nose,sinus_pressure,swelled_lymph_nodes,headache,loss_of_smell,loss_of_balance
Common Cold,swelled_lymph_nodes,muscle_pain,cough,chills,fatigue,phlegm,congestion,runny_nose,high_fever,redness_of_eyes,loss_of_smell,chest_pain,continuous_sneezing,sinus_pressure,malaise,stomach_pain,
Common Cold,continuous_sneezing,runny_nose,high_fever,sinus_pressure,congestion,cough,phlegm,redness_of_eyes,malaise,chills,fatigue,headache,chest_pain,muscle_pain,indigestion,abnormal_menstruation,
Common Cold,redness_of_eyes,high_fever,phlegm,throat_irritation,sinus_pressure,continuous_sneezing,fatigue,chest_pain,runny_nose,malaise,cough,muscle_pain,swelled_lymph_nodes,headache,congestion,chills,
Common Cold,chills,congestion,fatigue,runny_nose,continuous_sneezing,throat_irritation,redness_of_eyes,malaise,cough,loss_of_smell,phlegm,high_fever,headache,muscle_pain,chest_pain,swelled_lymph_nodes,burning_micturition
Common Cold,phlegm,fatigue,loss_of_smell,chills,muscle_pain,runny_nose,high_fever,sinus_pressure,cough,continuous_sneezing,toxic_look_(typhos),,,,,,
Common Cold,continuous_sneezing,phlegm,chills,malaise,high_fever,sinus_pressure,fatigue,headache,loss_of_smell,muscle_pain,congestion,mucoid_sputum,,,,,
Common Cold,throat_irritation,loss_of_smell,continuous_sneezing,sinus_pressure,high_fever,muscle_pain,malaise,swelled_lymph_nodes,congestion,headache,,,,,,,
Common Cold,muscle_pain,continuous_sneezing,swelled_lymph_nodes,runny_nose,phlegm,redness_of_eyes,headache,congestion,malaise,throat_irritation,cough,sinus_pressure,indigestion,red_spots_over_body,,,
Common Cold,sinus_pressure,congestion,throat_irritation,chest_pain,cough,muscle_pain,chills,fatigue,phlegm,redness_of_eyes,loss_of_smell,malaise,swelled_lymph_nodes,runny_nose,continuous_sneezing,high_fever,red_sore_around_nose
Common Cold,loss_of_smell,runny_nose,sinus_pressure,continuous_sneezing,chest_pain,swelled_lymph_nodes,phlegm,headache,throat_irritation,congestion,fatigue,muscle_pain,chills,high_fever,malaise,cough,red_spots_over_body
Common Cold,malaise,chest_pain,swelled_lymph_nodes,chills,phlegm,muscle_pain,continuous_sneezing,redness_of_eyes,congestion,fatigue,cough,sinus_pressure,watering_from_eyes,dehydration,,,
Common Cold,loss_of_smell,sinus_pressure,chest_pain,fatigue,redness_of_eyes,malaise,phlegm,throat_irritation,runny_nose,continuous_sneezing,high_fever,muscle_pain,cough,chills,congestion,swelled_lymph_nodes,
Common Cold,cough,runny_nose,chest_pain,loss_of_smell,redness_of_eyes,fatigue,sinus_pressure,throat_irritation,congestion,chills,phlegm,continuous_sneezing,red_spots_over_body,spinning_movements,,,
Common Cold,throat_irritation,runny_nose,chest_pain,muscle_pain,phlegm,swelled_lymph_nodes,malaise,high_fever,fatigue,cough,chills,redness_of_eyes,congestion,continuous_sneezing,sinus_pressure,abnormal_menstruation,
Common Cold,phlegm,fatigue,continuous_sneezing,chest_pain,high_fever,loss_of_smell,swelled_lymph_nodes,headache,cough,sinus_pressure,sweating,weakness_of_one_body_side,,,,,
Common Cold,sinus_pressure,headache,malaise,redness_of_eyes,muscle_pain,throat_irritation,fatigue,swelled_lymph_nodes,phlegm,runny_nose,loss_of_smell,shivering,rusty_sputum,,,,
Common Cold,chills,chest_pain,cough,congestion,runny_nose,redness_of_eyes,fatigue,continuous_sneezing,muscle_pain,malaise,loss_of_smell,high_fever,throat_irritation,phlegm,swelled_lymph_nodes,sinus_pressure,yellow_crust_ooze
Common Cold,congestion,continuous_sneezing,chills,malaise,headache,cough,phlegm,loss_of_smell,high_fever,redness_of_eyes,chest_pain,runny_nose,sinus_pressure,muscle_pain,,,
Common Cold,redness_of_eyes,high_fever,muscle_pain,sinus_pressure,cough,headache,runny_nose,chest_pain,throat_irritation,chills,phlegm,swelled_lymph_nodes,unsteadiness,restlessness,,,
Common Cold,chills,high_fever,malaise,throat_irritation,fatigue,loss_of_smell,muscle_pain,headache,congestion,swelled_lymph_nodes,pus_filled_pimples,,,,,,
Common Cold,high_fever,malaise,swelled_lymph_nodes,phlegm,chills,fatigue,redness_of_eyes,runny_nose,headache,cough,throat_irritation,loss_of_smell,chest_pain,loss_of_balance,restlessness,,
Common Cold,chest_pain,loss_of_smell,malaise,swelled_lymph_nodes,continuous_sneezing,fatigue,cough,runny_nose,redness_of_eyes,congestion,muscle_pain,throat_irritation,high_fever,sinus_pressure,phlegm,headache,pain_behind_the_eyes
Common Cold,congestion,runny_nose,continuous_sneezing,redness_of_eyes,swelled_lymph_nodes,malaise,fatigue,phlegm,loss_of_smell,sinus_pressure,high_fever,cough,muscle_pain,headache,pain_behind_the_eyes,bloody_stool,
Common Cold,loss_of_smell,chest_pain,runny_nose,sinus_pressure,fatigue,congestion,throat_irritation,phlegm,cough,headache,swelled_lymph_nodes,chills,continuous_sneezing,brittle_nails,continuous_feel_of_urine,,
Common Cold,throat_irritation,swelled_lymph_nodes,headache,chills,fatigue,continuous_sneezing,phlegm,chest_pain,malaise,redness_of_eyes,congestion,cough,unsteadiness,patches_in_throat,,,
Common Cold,fatigue,throat_irritation,congestion,malaise,phlegm,loss_of_smell,chills,headache,cough,redness_of_eyes,swelled_lymph_nodes,sinus_pressure,continuous_sneezing,high_fever,muscle_pain,runny_nose,increased_appetite
Common Cold,redness_of_eyes,swelled_lymph_nodes,high_fever,congestion,cough,phlegm,sinus_pressure,loss_of_smell,throat_irritation,malaise,headache,fatigue,continuous_sneezing,chest_pain,chills,muscle_pain,palpitations
Common Cold,phlegm,sinus_pressure,high_fever,chest_pain,cough,fatigue,loss_of_smell,continuous_sneezing,chills,muscle_pain,runny_nose,malaise,swelled_lymph_nodes,throat_irritation,redness_of_eyes,dischromic_patches,
Common Cold,redness_of_eyes,throat_irritation,fatigue,continuous_sneezing,cough,high_fever,headache,chills,phlegm,sinus_pressure,muscle_pain,chest_pain,,,,,
Common Cold,cough,continuous_sneezing,fatigue,malaise,muscle_pain,runny_nose,phlegm,redness_of_eyes,chest_pain,chills,congestion,sinus_pressure,throat_irritation,,,,
Common Cold,malaise,sinus_pressure,throat_irritation,swelled_lymph_nodes,runny_nose,cough,continuous_sneezing,headache,redness_of_eyes,phlegm,fatigue,chest_pain,loss_of_smell,chills,vomiting,,
Common Cold,high_fever,cough,continuous_sneezing,headache,swelled_lymph_nodes,chills,runny_nose,sinus_pressure,throat_irritation,muscle_pain,redness_of_eyes,chest_pain,malaise,loss_of_smell,,,
Common Cold,phlegm,congestion,continuous_sneezing,headache,loss_of_smell,swelled_lymph_nodes,high_fever,cough,malaise,chills,runny_nose,chest_pain,fatigue,sinus_pressure,throat_irritation,restlessness,
Common Cold,phlegm,malaise,high_fever,chills,cough,sinus_pressure,chest_pain,throat_irritation,swelled_lymph_nodes,fatigue,muscle_pain,headache,breathlessness,,,,
Common Cold,throat_irritation,congestion,cough,headache,muscle_pain,high_fever,redness_of_eyes,chest_pain,swelled_lymph_nodes,continuous_sneezing,sinus_pressure,fatigue,phlegm,runny_nose,loss_of_smell,malaise,
Common Cold,runny_nose,phlegm,high_fever,congestion,headache,loss_of_smell,fatigue,sinus_pressure,throat_irritation,chest_pain,chills,malaise,continuous_sneezing,swelled_lymph_nodes,redness_of_eyes,muscle_pain,sunken_eyes
Common Cold,swelled_lymph_nodes,phlegm,muscle_pain,chest_pain,malaise,congestion,loss_of_smell,sinus_pressure,throat_irritation,runny_nose,headache,chills,redness_of_eyes,continuous_sneezing,loss_of_appetite,,
Common Cold,malaise,throat_irritation,swelled_lymph_nodes,runny_nose,headache,phlegm,loss_of_smell,fatigue,high_fever,chills,chest_pain,continuous_sneezing,congestion,redness_of_eyes,muscle_pain,cough,itching
Pneumonia,chills,breathlessness,malaise,cough,sweating,high_fever,irritability,bladder_discomfort,,,,,,,,,
Pneumonia,sweating,phlegm,high_fever,malaise,chills,blood_in_sputum,fatigue,breathlessness,skin_peeling,,,,,,,,
Pneumonia,breathlessness,phlegm,sweating,fatigue,chills,rusty_sputum,malaise,cough,small_dents_in_nails,chest_pain,,,,,,,
Pneumonia,breathlessness,phlegm,rusty_sputum,blood_in_sputum,malaise,chills,sweating,irritation_in_anus,muscle_pain,,,,,,,,
Pneumonia,breathlessness,cough,blood_in_sputum,high_fever,sweating,phlegm,,,,,,,,,,,
Pneumonia,blood_in_sputum,phlegm,cough,breathlessness,rusty_sputum,fatigue,malaise,sweating,painful_walking,,,,,,,,
Pneumonia,rusty_sputum,blood_in_sputum,phlegm,cough,high_fever,sweating,malaise,chills,fatigue,stiff_neck,,,,,,,
Pneumonia,sweating,phlegm,cough,chills,blood_in_sputum,breathlessness,swelling_joints,anxiety,,,,,,,,,
Pneumonia,sweating,cough,breathlessness,malaise,high_fever,rusty_sputum,phlegm,weight_gain,constipation,,,,,,,,
Pneumonia,rusty_sputum,cough,fatigue,breathlessness,phlegm,malaise,chills,high_fever,blood_in_sputum,swelling_joints,,,,,,,
Pneumonia,fatigue,chills,sweating,cough,high_fever,phlegm,malaise,breathlessness,rusty_sputum,increased_appetite,,,,,,,
Pneumonia,sweating,chills,phlegm,malaise,blood_in_sputum,fatigue,cough,high_fever,breathlessness,joint_pain,patches_in_throat,,,,,,
Pneumonia,high_fever,phlegm,cough,sweating,rusty_sputum,fatigue,malaise,chills,history_of_alcohol_consumption,inflammatory_nails,,,,,,,
Pneumonia,sweating,cough,chills,blood_in_sputum,rusty_sputum,breathlessness,high_fever,malaise,fatigue,silver_like_dusting,polyuria,,,,,,
Pneumonia,blood_in_sputum,phlegm,rusty_sputum,fatigue,breathlessness,high_fever,malaise,chills,continuous_sneezing,mood_swings,,,,,,,
Pneumonia,chills,high_fever,phlegm,malaise,breathlessness,rusty_sputum,fatigue,,,,,,,,,,
Pneumonia,blood_in_sputum,chills,high_fever,rusty_sputum,sweating,fatigue,phlegm,malaise,breathlessness,weight_gain,obesity,,,,,,
Pneumonia,fatigue,malaise,rusty_sputum,sweating,high_fever,phlegm,blood_in_sputum,blurred_and_distorted_vision,,,,,,,,,
Pneumonia,rusty_sputum,sweating,cough,phlegm,breathlessness,chills,malaise,acidity,,,,,,,,,
Pneumonia,malaise,chills,rusty_sputum,high_fever,cough,blood_in_sputum,fatigue,sweating,breathlessness,obesity,itching,,,,,,
Pneumonia,fatigue,malaise,chills,breathlessness,blood_in_sputum,high_fever,cough,phlegm,spotting_urination,,,,,,,,
Pneumonia,sweating,blood_in_sputum,phlegm,chills,high_fever,breathlessness,cough,rusty_sputum,fatigue,,,,,,,,
Pneumonia,malaise,blood_in_sputum,phlegm,chills,sweating,breathlessness,high_fever,cough,,,,,,,,,
Pneumonia,malaise,rusty_sputum,blood_in_sputum,cough,sweating,high_fever,chills,phlegm,breathlessness,small_dents_in_nails,skin_rash,,,,,,
Pneumonia,rusty_sputum,malaise,high_fever,phlegm,chills,blood_in_sputum,cough,fatigue,breathlessness,,,,,,,,
Pneumonia,phlegm,malaise,cough,rusty_sputum,high_fever,chills,pain_during_bowel_motions,prominent_veins_on_calf,,,,,,,,,
Pneumonia,rusty_sputum,breathlessness,cough,blood_in_sputum,high_fever,malaise,phlegm,fatigue,irritation_in_anus,knee_pain,,,,,,,
Pneumonia,fatigue,phlegm,chills,cough,breathlessness,sweating,blood_in_sputum,malaise,high_fever,,,,,,,,
Pneumonia,sweating,blood_in_sputum,phlegm,high_fever,malaise,chills,cough,breathlessness,patches_in_throat,,,,,,,,
Pneumonia,blood_in_sputum,sweating,high_fever,cough,rusty_sputum,breathlessness,,,,,,,,,,,
Pneumonia,chills,rusty_sputum,high_fever,sweating,breathlessness,phlegm,blood_in_sputum,fatigue,malaise,small_dents_in_nails,receiving_unsterile_injections,,,,,,
Pneumonia,breathlessness,sweating,chills,fatigue,cough,rusty_sputum,high_fever,phlegm,blood_in_sputum,skin_rash,irregular_sugar_level,,,,,,
Pneumonia,malaise,sweating,phlegm,fatigue,cough,chills,high_fever,rusty_sputum,blood_in_sputum,,,,,,,,
Pneumonia,malaise,chills,breathlessness,cough,rusty_sputum,fatigue,sweating,high_fever,,,,,,,,,
Pneumonia,high_fever,cough,rusty_sputum,blood_in_sputum,phlegm,breathlessness,,,,,,,,,,,
Pneumonia,breathlessness,sweating,cough,blood_in_sputum,high_fever,phlegm,fatigue,rusty_sputum,,,,,,,,,
Pneumonia,chills,high_fever,breathlessness,cough,malaise,sweating,rusty_sputum,phlegm,fatigue,spinning_movements,,,,,,,
Pneumonia,sweating,chills,malaise,rusty_sputum,high_fever,phlegm,breathlessness,fatigue,blood_in_sputum,,,,,,,,
Pneumonia,malaise,high_fever,sweating,rusty_sputum,breathlessness,fatigue,cough,joint_pain,puffy_face_and_eyes,,,,,,,,
Pneumonia,blood_in_sputum,malaise,phlegm,chills,rusty_sputum,high_fever,breathlessness,fatigue,scurring,inflammatory_nails,,,,,,,
Pneumonia,fatigue,blood_in_sputum,cough,high_fever,malaise,sweating,chills,breathlessness,rusty_sputum,enlarged_thyroid,inflammatory_nails,,,,,,
Pneumonia,breathlessness,high_fever,malaise,blood_in_sputum,rusty_sputum,fatigue,cough,chills,sweating,muscle_pain,,,,,,,
Pneumonia,chills,fatigue,phlegm,sweating,malaise,high_fever,breathlessness,inflammatory_nails,burning_micturition,,,,,,,,
Pneumonia,malaise,chills,breathlessness,cough,high_fever,fatigue,blood_in_sputum,rusty_sputum,,,,,,,,,
Pneumonia,breathlessness,chills,high_fever,fatigue,malaise,phlegm,blood_in_sputum,rusty_sputum,sweating,throat_irritation,swollen_blood_vessels,,,,,,
Pneumonia,sweating,malaise,chills,cough,phlegm,fatigue,pain_in_anal_region,lethargy,,,,,,,,,
Pneumonia,rusty_sputum,fatigue,cough,breathlessness,phlegm,malaise,chills,sweating,blood_in_sputum,,,,,,,,
Pneumonia,breathlessness,phlegm,chills,cough,rusty_sputum,blood_in_sputum,fatigue,malaise,pain_behind_the_eyes,pain_during_bowel_motions,,,,,,,
Pneumonia,high_fever,cough,fatigue,breathlessness,phlegm,rusty_sputum,,,,,,,,,,,
Pneumonia,chills,phlegm,sweating,cough,fatigue,rusty_sputum,malaise,breathlessness,blood_in_sputum,,,,,,,,
Pneumonia,malaise,sweating,chills,fatigue,high_fever,phlegm,cough,blood_in_sputum,,,,,,,,,
Pneumonia,sweating,malaise,rusty_sputum,chills,breathlessness,cough,high_fever,phlegm,fatigue,,,,,,,,
Pneumonia,fatigue,breathlessness,high_fever,cough,rusty_sputum,blood_in_sputum,,,,,,,,,,,
Pneumonia,malaise,breathlessness,rusty_sputum,cough,blood_in_sputum,high_fever,phlegm,chills,blackheads,,,,,,,,
Pneumonia,chills,phlegm,cough,malaise,high_fever,blood_in_sputum,sweating,fluid_overload.1,,,,,,,,,
Pneumonia,sweating,breathlessness,rusty_sputum,high_fever,blood_in_sputum,cough,phlegm,malaise,depression,,,,,,,,
Pneumonia,malaise,fatigue,sweating,rusty_sputum,blood_in_sputum,phlegm,high_fever,,,,,,,,,,
Pneumonia,cough,chills,breathlessness,fatigue,rusty_sputum,malaise,hip_joint_pain,mild_fever,,,,,,,,,
Pneumonia,rusty_sputum,breathlessness,phlegm,blood_in_sputum,fatigue,sweating,high_fever,throat_irritation,loss_of_appetite,,,,,,,,
Pneumonia,sweating,malaise,cough,breathlessness,blood_in_sputum,phlegm,rusty_sputum,blurred_and_distorted_vision,,,,,,,,,
Pneumonia,chills,phlegm,breathlessness,high_fever,cough,rusty_sputum,fatigue,malaise,blood_in_sputum,,,,,,,,
Pneumonia,malaise,blood_in_sputum,chills,cough,rusty_sputum,high_fever,phlegm,breathlessness,coma,,,,,,,,
Pneumonia,blood_in_sputum,phlegm,high_fever,sweating,breathlessness,chills,rusty_sputum,,,,,,,,,,
Pneumonia,blood_in_sputum,phlegm,rusty_sputum,fatigue,high_fever,malaise,chills,breathlessness,sweating,depression,movement_stiffness,,,,,,
Pneumonia,malaise,phlegm,blood_in_sputum,high_fever,sweating,cough,rusty_sputum,chills,fatigue,stomach_bleeding,,,,,,,
Pneumonia,chills,phlegm,high_fever,sweating,rusty_sputum,fatigue,breathlessness,malaise,blood_in_sputum,nodal_skin_eruptions,puffy_face_and_eyes,,,,,,
Pneumonia,malaise,sweating,phlegm,blood_in_sputum,high_fever,chills,fatigue,breathlessness,cold_hands_and_feets,,,,,,,,
Pneumonia,chills,high_fever,sweating,fatigue,cough,rusty_sputum,breathlessness,phlegm,blood_in_sputum,throat_irritation,,,,,,,
Pneumonia,sweating,malaise,cough,blood_in_sputum,fatigue,rusty_sputum,,,,,,,,,,,
Pneumonia,breathlessness,phlegm,malaise,blood_in_sputum,cough,rusty_sputum,fatigue,headache,,,,,,,,,
Pneumonia,sweating,malaise,cough,high_fever,blood_in_sputum,rusty_sputum,phlegm,,,,,,,,,,
Pneumonia,blood_in_sputum,high_fever,breathlessness,sweating,phlegm,fatigue,malaise,rusty_sputum,chills,,,,,,,,
Pneumonia,blood_in_sputum,rusty_sputum,sweating,cough,high_fever,malaise,stomach_pain,blurred_and_distorted_vision,,,,,,,,,
Pneumonia,blood_in_sputum,sweating,high_fever,phlegm,cough,fatigue,chills,rusty_sputum,weakness_of_one_body_side,,,,,,,,
Pneumonia,phlegm,breathlessness,fatigue,high_fever,sweating,blood_in_sputum,history_of_alcohol_consumption,,,,,,,,,,
Pneumonia,malaise,phlegm,blood_in_sputum,breathlessness,chills,fatigue,sweating,nausea,movement_stiffness,,,,,,,,
Pneumonia,high_fever,phlegm,blood_in_sputum,fatigue,rusty_sputum,breathlessness,cough,chills,malaise,prominent_veins_on_calf,,,,,,,
Pneumonia,sweating,high_fever,rusty_sputum,breathlessness,fatigue,malaise,cough,phlegm,chills,,,,,,,,
Pneumonia,cough,phlegm,malaise,chills,high_fever,fatigue,rusty_sputum,,,,,,,,,,
Pneumonia,sweating,malaise,fatigue,blood_in_sputum,breathlessness,rusty_sputum,,,,,,,,,,,
Pneumonia,fatigue,high_fever,chills,blood_in_sputum,sweating,cough,breathlessness,phlegm,malaise,altered_sensorium,pain_during_bowel_motions,,,,,,
Pneumonia,rusty_sputum,chills,phlegm,sweating,cough,blood_in_sputum,high_fever,fatigue,,,,,,,,,
